EIN,Name
760695159,NEIGHBORHOOD FAMILY CLINIC INC
760697693,LANGTREE DUCK FARM ECO CENTER
800232686,GREATER CADDO LAKE ASSOCIATION OF TEXAS
800316780,WATSON RARE NATIVE PLANT PRESERVE
800385916,RECYCLED POMERANIANS AND SCHIPPERKES RESCUE
800746629,ALLIANCE FOR CONSERVATION EASEMENTS
800812900,ECORISE YOUTH INNOVATIONS
810554715,THE NELAC INSTITUTE
820377903,WESTERN REGIONAL ENVIRONMENTAL EDUCATION COUNCIL COUNCIL FOR ENVIRONMENTAL EDUCATION
841512096,GREAT PLAINS RESTORATION COUNCIL
850284313,ENVIRONMENTAL PHILOSOPHY INC
850488313,TEXAS LAND TRUST COUNCIL
870699956,TOWN LAKE TRAIL FOUNDATION
900648270,PARAPLEGICS ON INDEPENDENT NATURE TRIPS GROUP RETURN
461838071,JEFFERSON RAILWAY AND WETLANDS FOUNDATION
901021494,KEEP OLNEY BEAUTIFUL
752132135,ABILENE CLEAN AND PROUD INC
800968193,SOUTHEAST SECTION OF THE WATER ENVIRONMENT ASSOCIATION OF TEXAS
760166939,TEXAS GARDEN CLUBS INC
741936182,LAKE CONROE ASSOCIATION
760295919,TEXAS GARDEN CLUBS INC 2057 GARDENERS BY THE BAY
462465799,FREDERICKSBURG SHINES
261618125,RAINFOREST PARTNERSHIP
471415709,RECYCLED LOVE ANIMAL RESCUE RECYCLED LOVE ANIMAL RESCUE
205125287,CY WOODS ATHLETIC BOOSTER CLUB
510225607,TEXAS GARDEN CLUBS INC
371664948,C & R KUTTBOTTLE INC
760655841,MEMORIAL PARK CONSERVANCY INC
331092397,BOB JONES NATURE CENTER
742244183,NETWORK POWER TEXAS
742934364,SOLAR SAN ANTONIO
752799755,KAUFMAN COUNTY SOLID WASTE MANAGEMENT COOPERATIVE INC ENVIRONMENTAL CO OP
201847551,TRINITY BASIN CONSERVATION FOUNDATION
611559641,TEXAS LIONS EYEGLASS RECYCLING CENTER FOUNDATION
751495717,FRIENDS OF THE FORT WORTH NATURE CENTER AND REFUGE INC
300523041,AQUAPONICS AND EARTH SUSTAINABLE LIVING INC
920178978,TRINITY RIVER ACTION COALITION TRAC
742645332,VALLEY PROUD ENVIRONMENTAL COUNCIL
201976730,FORUM OF CIVICS FOUNDATION
760691097,LOWER BRAZOS RIVER CONSERVANCY
260651953,TEXAS CENTER FOR ALTERNATIVE FUELRESEARCH AND DEVELOPMENT
752824633,KEEP ALLEN BEAUTIFUL CORPORATION
742936705,TEXAS LEAGUE OF CONSERVATION VOTERS EDUCATIONAL FUND
746046937,TRAVIS AUDUBON SOCIETY INC
760630375,SOUTH LIBERTY COUNTY HAZARDOUS MATERIALS EMERGENCY RESPONSE TEAM
330967424,ASK EARTHMAN FOUNDATION
452782423,PURE ENERGY SPORTS
263060991,CITIZENS FOR AFFORDABLE ENERGY INC
760579629,SUN RISE INSTITUTE
752361817,SOLID WASTE ASSOCIATION OF NORTH AMERICA INC TEXAS LONE STAR CHAPT
261564909,CONSERVE EAST TEXAS
262563455,CLASS 4 WINDS INC
800541645,MEMORIAL PARK CONSERVANCY ENDOWMENT
742603919,COASTAL BEND BAYS FOUNDATION INC
452642769,KEEP AUBREY BEAUTIFUL
752945656,AFASIN FOUNDATION INC
200576859,BROWNSVILLE BOTANICAL GARDENS AND ARBORETUM
752808239,ANGELINA NACOGDOCHES FOREST LANDOWNERS ASSOCIATION
751057918,TEXAS GARDEN CLUBS INC
752958519,HISTORIC CAMP BOWIE INITIATIVES
742724174,TEXAS CAVE CONSERVANCY
760436267,EAST MATAGORDA BAY FOUNDATION INC
752471848,CHISHOLM TRAIL RC&D INC
262853072,CLIMBERS OF HUECO TANKS COALITION
760289492,TEXAS ASSOCIATION OF ENVIRONMENTAL PROFESSIONALS
264802013,FRIENDS FOR GOOD
742346318,KEEP SAN ANTONIO BEAUTIFUL INC
330833441,FUNDACION ECOLOGICA SELVA NEGRA
462032861,GUADALUPE RIVER ASSOCIATION INC
510204049,WESTCAVE OUTDOOR DISCOVERY CENTER
752111043,TEXAS GARDEN CLUBS INC 193 JR GROUP OF DALLAS GARDEN CLUB
760567365,PECKERWOOD GARDENS CONSERVATION FOUNDATION INC
203592808,AUSTIN CARSHARE
371602829,J C CALM FOUNDATION INCORPORATED
451534931,BARNETT SHALE WATER CONSERVATION AND MANAGEMENT COMMITTEE INC
43810989,US GREEN BUILDING COUNCIL OF CENTRAL TEXAS BALCONES CHAPTER
133608893,COALITION FOR JUSTICE IN THE MAQUILADORAS
203287015,CALM AIR VISIBILITY UNLIMITED
208448752,LA CRUZ HABITAT PROTECTION PROJECT
260042466,GARDENING VOLUNTEERS OF SOUTH TEXAS
273050761,GALVESTON ISLAND TREE CONSERVANCY
331095299,GALVESTON ISLAND NATURE TOURISM COUNCIL
411909838,RAINFOREST CAFE FRIENDS OF THE FUTURE FOUNDATION LANDRYS FOUNDATION
463283253,MITIGATION FUTURES CONSERVANCY
463306811,HOT WELLS CONSERVANCY
471772600,KEEPAMERICACLEAN
741969689,WATER ENVIRONMENT ASSOCIATION OF TEXAS
742121275,LAKE MCQUEENEY PROPERTY OWNERS ASSOCIATION INC LAKE MCQUEENEY PROPERTY OWNERS ASSO
742143423,KEEP BRAZOS BEAUTIFUL INC
742164352,KEEP WACO BEAUTIFUL INC
742536799,AUSTIN RIVER CITY REC ERS INC
742564700,FRIENDS OF CIBOLO WILDERNESS CIBOLO NATURE CENTER
742569827,TREE FOLKS INC
742687511,TEXAS ORGANIC FARMERS AND GARDENERS ASSOCIATION
742687805,TEXAS CONSERVATION SCIENCE INC
742697896,NATIVE PLANT SOCIETY OF TEXAS
752428409,LEON BOSQUE RESOURCE CONSERVATION AND DEVELOPMENT COUNCIL INC
752546504,GARDENERS IN COMMUNITY DEVELOPMENT
752618458,LITTLE FOREST HILLS NEIGHBORHOOD
752708139,FRIENDS OF THE KATY TRAIL INC
752757096,ELLIS COUNTY MASTER GARDENERS INC
756423660,BAIRD FAMILY CHARITABLE TRUST FRITZ EDWARD C CO TTEE
760461030,AIR ALLIANCE HOUSTON G H A S P
760628143,KEEP SUGAR LAND BEAUTIFUL
201991645,BEAU THERIOT COMANCHE CANYON RANCH PRESERVE INC
208043772,KYLE LAKE FOUNDATION
261378231,WARBLER WOODS BIRD SANCTUARY
271498899,MUSTARD SEED PARTNERS INC
452665652,RAO FOUNDATION
454616548,PALSANO SPRINGS FOUNDATION
455017295,WHAT A KITE FOUNDATION INC
455518326,TEXAS CLEAN ENERGY COALITION
462902511,SFCU FOUNDATION
464214658,EPICC ENVIRONMENTAL PROTECTION IN THE INTEREST OF CALDWELL COUNTY
680554522,WILLIAMSON COUNTY CONSERVATION FOUNDATION INC
710861925,ECOSUSTAIN
742955600,WOODS FOUNDATION
746388418,FORMOSA PLASTICS ENVIRONMENTAL ENDOWMENT FUND TR ACCOUNT
751365606,ARBORETUM INC
751375644,LOUISE B BELSTERLING FOUNDATION OF THE DALLAS GARDEN CLUB INC E
751712770,CHILDRESS ANGLERS AND SPORTSMANS CLUB
752212157,EVERETT E AND ORABETH K WOODS FOUNDATION
752384515,DALLAS AREA HISTORICAL ROSE SOCIETY
752901907,FORT WORTH WILDLIFE CONSERVATION FUND
760288131,MOODY GARDENS INC
900590386,UNLITTER CAMPAIGN
916310582,ARRA AND EVA WOODS CHARITABLE TRUST UA 715 992192
953310318,ROBINSON ARBORETUM FUND
541876544,SERENGETI FOUNDATION
752735104,PATON FAMILY CHARITABLE FOUNDATION
752505605,TEXAS FOREST COUNTRY PARTNERSHIP INC
202775450,LIBERTY TREE ALLIANCE INC
203007468,TEXAS BEVERAGE ASSOCIATION INC
204036082,AVALON CENTER AT GARDEN GROVE INC
205997882,PROPERTY OWNERS WHO CARE SOUTH PADRE ISLAND
208465873,BAY RIVER COLONY HOMEOWNERSASSOCIATION INC
237087285,VITIS RESEARCH AND DEVELOPMENT CORPORATION
237155715,MULCH AND SOIL COUNCIL
237630179,WOODMAN OF WORLD TEXAS CHAPTER 72 72 TX
261083914,FORT WORTH MAGNOLIA GREEN ASSOCIATION INC
352449618,TEXAS MEAD ASSOCIATION
453732100,TEXAS DESALINATION ASSOCIATION
454432454,TEXAS SALAMANDER COALITION INC
454689386,SAN ANTONIANS UNITED FOR THE PROTECTION OF HARDBERGER PARK
464275961,ACCION MARTIN HOLDINGS INC
465545136,PERMIAN BASIN CHAPTER OF THE INTL ASSOC OF DRILLING CONTRACTORS INC
611535764,AUSTIN HUMAN RESOURCE MANAGEMENT ASSOCIATION
720677751,NATIONAL ASSOCIATION OF PIPE COATING APPLICATORS
721585507,CITY PARK COMMERCIAL ASSOCIATION INC
742240340,INTERNATIONAL SOCIETY OF
742289170,ROCK CHURCH CEMETARY ASSOCIATION INC
742636247,PROJECT MANAGEMENT INSTITUTE AUSTIN CHAPTER
742878330,SOUTH CENTRAL MEMBRANE ASSOCIATION
743010608,PROJECT MANAGEMENT INSTITUTE ALAMO CHAPTER
750380978,COON CREEK CLUB
751048892,PERMIAN BASIN OIL SHOW INC
751085465,PERMIAN BASIN PETROLEUM ASSOCIATION INC
752059559,SOUTHWEST CAR WASH ASSOCIATION INC
752268589,LOCKHEED MARTIN VOUGHT HERITAGE MANAGEMENT ASSOCIATION
752606683,PERMIAN BASIN ASSOCIATION OF DIVISION ORDER ANALYSTS
752638966,DALLAS AREA INTERFAITH
756044251,FORT WORTH WILDCAT COMMITTEE
760049016,METROPOLITAN ORGANIZATION OF HOUSTON TEXAS INCORPORATED
760113738,ROLLING FORK OWNERS COMMITTEE INC
760287101,SOCIETY FOR MANAGEMENT INFORMATION SYSTEMS HOUSTON CHAPTER
760330177,LA PORTE TEXAS LOCAL EMERGENCY PLANNING COMMITTEE LEPC
760416536,COPPER LAKES HOMWOWNERS ASSOCIATION
760419545,PETROCHEMICAL FEEDSTOCK ASSOCIATION OF THE AMERICAS PFAA
752284449,PAVILION PROPERTIES
741192009,TEXAS NURSERY AND LANDSCAPE ASSOCIATION INC
746064280,ROTARY INTERNATIONAL ROTARY CLUB OF KATY
205945511,ORGANIZATION OF PAKISTANIENTREPRENEURS OF NORTH AMERICA OPEN OPEN HOUSTON INC
740706000,INTERNATIONAL ASSOCIATION OF BRIDGE STRUCTURAL AND ORNAMENTAL IRON WOR 66
760517074,HOUSTON CHAPTER OF THE GAS PROCESSORS ASSOCIATION
752935690,NATIONAL GRAZING LANDS CONSERVATION INITIATIVE STEERING COMMITTEE
383901632,HILLTOP LAKES WILDLIFE TEAM
471684334,TEXAS CLIMATE NEWS
742834447,FEDERATION OF STATE CONSERVATION VOTERS LEAGUE INC TEXAS LEAGUE OF CONSERVATION VOTERS
273628810,NORTH TEXAS CHAPTER OF THE GAS PROCESSORS ASSOCIATION
760048015,PROFESSIONAL SOIL SCIENTISTS ASSOCIATION OF TEXAS
261390918,HARDAWAY LINDSEY AND LAZY ACRES ASSOCIATION
481115082,SOUTH CENTRAL CHAPTER AMERICAN ASSOCIATION OF AIRPORT EXECUTIVES INC
721621543,CFA SOCIETY OF AUSTIN
10691450,STRATEGIC WORLD IMPACT INC
30453788,FRIENDS OF DEEP EDDY INC
50618099,CATTLEMENS TEXAS LONGHORN CONSERVANCY
61834089,REEL THANX INC
200758643,REPAIR THE BREACH MINISTRIES
200930296,ST JAMES HOUSE FOUNDATION
202817575,WATERFALLS INTERNATIONAL MINISTRIES
203225990,LUMEN WEDOBELIEVE
203288155,SOUTH PADRE ISLAND BIRDING AND NATURE CENTER
203622669,CADDO LAKE INSTITUTE INC
208646230,JOHN O ANTHONY TESTAMENTARY CHARITABLE TRUST
208753042,HARRIS COUNTY MASTER GARDENER ASSOCIATION INC
237069912,THE FRANK BUCK ZOOLOGICAL SOCIETY
237393204,CHIHUAHUAN DESERT RESEARCH INSTITUTE
237431522,AMERICAN PLANNING ASSOCIATION 43 TEXAS CHAPTER
260054494,WEST HOUSTON AQUATIC LEAGUE INC
260161807,TEXAS AGRICULTURAL LAND TRUST
260907430,METAMORPHOSIS CONFERENCE METAMORPHOSIS
261991271,PROYECTO ABRIGO
262907168,NOAH NATURE ALLIANCE INC
263416476,PHIL HARDBERGER PARK CONSERVANCY
263488976,ALL THINGS OUTDOORS MINISTRIES INC
263632878,CENTRO EVANGELISTICO EXALTANDO A CRISTO
264123773,BLACKLAND INCOME GROWTH PROGRAM INC
264351089,DESTINY LEADERSHIP INTERNATIONAL INC
270232323,TURQUOISE COUNCIL OF AMERICANS AND EURASIANS
270375247,I AM WATERS FOUNDATION INC
270470442,JOE ODEN MINISTRIES INC
271275644,AUSTIN CREATIVE REUSE
271619589,BLOOMING BUTTERFLIES INC
272831432,JENNIFER STRICKLAND MINISTRIES
272887426,SAN ANTONIO BIKE SHARE
274029245,EARTH DAY TEXAS INC
300088962,CLEAN ASSOCIATION FOR ENVIRONMENTAL JUSTICE FAITH BASED MINISTRY
300500004,COLINS HOPE
311491907,DALLAS COUNTY MASTER GARDENER ASSOCIATION INC
311627207,COPPELL COMMUNITY GARDEN CORPORATION
311781917,RIO VERDE LAND AND INVESTMENT
342028513,HOMELAND PREPAREDNESS PROJECT
352234918,WOMENS NON PROFIT ALLIANCE
352238290,BLUEPRINT MINISTRIES INC
364721844,MISION EVANGELICA PENTECOSTES NUEVA VIDA
383760883,FRIENDS OF PADRE INC
383931308,HOUSTON GAS PROCESSORS ASSOCIATION
383934583,ESPERANZA MINISTRIES
421626677,CAC BSA GRIFFITH LEAGUE CONSERVATION HOLDINGS INC
452389719,METRO RELIEF
453983173,AMAZON REVIVAL ON THE RIVER INC
454023668,SAN ANTONIO BAY PARTNERSHIP INC SAN ANTONIO BAY PARTNERSHIP
454849119,CEDAR CREEK WATERWAY DEVELOPMENT INC
455076456,FRIENDS OF CTWC
455375339,MISSION UPREACH INC
461769313,THE FAMILY GREENHOUSE
462282692,TEXAS MASTER GARDENER ASSOCIATION INC LIMESTONE COUNTY MASTER GARDENER
462719637,NEIGHBORHOOD PROJECT MINISTRY
464435521,LV PROJECT
464902091,ANUME FOUNDATION
464934196,GLASSHOUSE POLICY FRANCISCO ENRIQUEZ
471077256,MINISTERIO CRISTIANO ESPERANZA DE VIDA
472199904,EMANCIPATION PARK CONSERVANCY SAME
474024013,ANGELS ON EARTH MINISTRIES AOE MINISTRIES
474082129,GUADACOMA EMERGENCY RESPONSE GROUP
474365749,ALAMO COMPLEX MANAGEMENT
475624417,RUFUS REFUGE
522414220,TEXAS MASTER GARDENER ASSOCIATION INC WALKER COUNTY MASTER GARDENER ASSN
542147393,PLAINS TRAIL REGION OF TEXAS INC
562298497,JABO GREEN MINISTRIES INC
651201715,BURKBURNETT GRACE MINISTRIES INC
740942843,TEXAS ANIMAL DAMAGE CONTROL ASSOCIATION COOPERATIVE TRAPPING F
741469506,JUNIOR LEAGUE OF EL PASO INC
741854299,HOUSTON HEIGHTS ASSOCIATION
741916727,LA LECHE LEAGUE INTERNATIONAL INC LLL TEXAS
741928101,HERITAGE HOUSE OF ORANGE COUNTY ASSOCIATION INC
742107589,TANGLEWOOD FOUNDATION
742453164,TEXAS CAVE MANAGEMENT ASSOCIATION INC
742524314,TEXAS FUND FOR ENERGY AND ENVIRONMENTAL EDUCATION SEED
742539733,NATIONAL LUTHERAN OUTDOORS MINISTRY ASSOCIATION INC
742553144,BAT CONSERVATION INTERNATIONAL INC
742591329,FRIENDS OF THE FULTON MANSION VINETTE A JOHNSON
742613666,USEFUL WILD PLANTS OF TEXAS
742625376,3432611 BURNET LL
742659159,SAVE OUR SPRINGS ALLIANCE INC S O S
742665400,JOHN WOOD MINISTRIES INC
742670845,ALAMO RESOURCE CONSERVATION AND DEVELOPMENT AREA INC
742730023,TRAVIS COUNTY MASTER GARDNERS ASSOCIATION INC
742754612,ROBBIE CAVE MINISTRIES
742772667,ALAMO AREA DEVELOPMENT CORPORATION
742821500,ASIAN PARTNERS INTERNATIONAL INC
742896016,CIBOLO CONSERVANCY
742947494,MASCARENAS FOUNDATION
742964446,FOUNTAINHEAD CONSULTING
742973300,MINISTRIES OF ABUNDANCE MINISTRIES INC
742985645,EMPTY TOMB MINISTRIES INC
743088133,VICKERY MEADOW MINISTRY
746040701,JOHN G AND MARIE STELLA KENEDY MEMORIAL FOUNDATION
746484117,IMOGENE AND HAROLD HERNDON CHAR TR I
751173136,MIDLAND GEM AND MINERAL SOCIETY INC
751602150,HERITAGE GUILD OF COLLIN COUNTY TEXAS
751678603,FRIENDS OF THE GOVERNORS MANSION
751780876,OLD OAK CLIFF CONSERVATION LEAGUE INC
751786683,SHERMAN PRESERVATION LEAGUE
751886520,TEXAS TREES FOUNDATION
751947699,GREATER PARIS DEVELOPMENT FOUNDATION INC
751959671,CHISHOLM TRAIL RETIRED SENIOR VOLUNTEER PROGRAM INC DBA RSVP SERVING DENTON COUNTY
752039777,VIETNAMESE BUDDIST CONGREATION OF THE U S TU DAM LOVING CLOUD TEMPLE
752193240,WEST TEXAS GEOLOGY FOUNDATION
752198196,BOTANICAL RESEARCH INSTITUTE OF TEXAS INC
752212039,JIM FULLINGHIM MINISTRIES INC
752233835,TIERCE GREEN MINISTRIES INC
752449354,DOWNTOWN SHERMAN PRESERVATION AND REVITALIZATION INC
752491239,BLUEBONNET RESOURCE CONSERVATION AND DEVELOPMENT INC BLUEBONNET RC AND D
752568176,HARBOR LIGHT MINISTRIES ASSOCIATION
752604970,ABUNDANT RAIN INC
752672210,SUNSHINE AFTER RAIN MINISTRIES
752759901,SOUTHWESTERN PIONEER WINDMILL ASSOCIATION
752836028,GARDEN OF EDEN
752871180,KIDFISH FOUNDATION INC
752896986,MASTERS MEN
752965814,BARNABAS STEWARDSHIP ORGANIZATION
753226104,CONGRESS FOR THE NEW URBANISM CENTRAL TEXAS CHAPTER
756292780,CONNEMARA CONSERVANCY FOUNDATION
760088932,TEXAS GERMAN SOCIETY
760127655,SCENIC TEXAS INC
760248491,JERRY DAVIS STREETREACH MINISTRIES INCORPORATED
760311861,TREES OF HOPE
760460314,CAODAISM
760467789,MOVING MOUNTAINS MINISTRIES INCORPORATED
760519231,FRIENDS OF ANAHUAC REFUGE
760610279,THROUGH THE STORM MINISTRIES
760636839,GALVESTON COUNTY MASTER GARDNER ASSOCIATION INC
760691272,GOLFREACH INC
810655034,GRACE LAKE MINISTRIES INC
811326348,AUSTIN BAT REFUGE
830469861,FIRE RAIN MINISTRIES
901023503,SOUTHSIDE PLACE COMMUNITY GARDEN INC
910977510,AMERICAN SOCIETY OF PRIMATOLOGISTS
942992746,ASSOCIATION OF SPACE EXPLORERS USA
462518462,TUGGS PINK HOUSE OF WUFF INC
270454165,GARZA COUNTY FIVE STONE MINISTRIES
452396806,ROCK BOTTOM MINISTRIES INC
453415901,EL CAMPO DEANERY ACTS INC
900521418,DOUG GILLOW MINISTRIES
510178836,RIO BRAVO RESOURCE CONSERVATION AND DEVELOPMENT AREA
421670341,TROPICAL TRAIL REGION OF TEXAS
942371729,REMNANT OF ISRAEL
901006128,THE CLIMATE CHANGE NOW INITIATIVE CLIMATE CHANGE NOW
900111553,CASS COUNTY CONSERVANCY INC
760658599,CITIZENS LEAGUE FOR ENVIRONMENTAL ACTION NOW
274019587,AUGMENT GROUP INC
752817995,TEXAS PRAIRIE RIVER REGION INC
752703525,SAN ANGELO OLD TOWN CONSERVANCY INC
271327472,ARANSAS PROJECT
752509769,NATIONAL WINDMILL PROJECT INC
510195175,THE HEATHER & THISTLE SOCIETY
461630253,MISSION LIONS FOUNDATION INC
463732751,ARTISAN COMMUNITY OF CANYON LAKE
752670331,FRIENDS OF BIG BEND NATIONAL PARK BIG BEND CONSERVANCY
752421448,HIGH PLAINS RESOURCE CONSERVATION AND DEVELOPMENT INC
760083606,KEEP PEARLAND BEAUTIFUL
760438169,DICKINSON ECONOMIC ENVIRONMENTAL DEVELOPMENT SATELLITE
272657372,PRECINCT ONE-MCCARTY ROAD LANDFILL COMMUNITY SERVICE CORPORATION
742551611,WHITE STONE MINISTRIES INC
760298438,ENDANGERED SPECIES MEDIA PROJECT SAVE BUFFALO BAYOU
202788783,PROVIDING LIVING WATERS MINISTRIES
201930950,TEXAS MASTER GARDENER ASSOCIATION INC LIBERTY COUNTY MASTER GARDENER ASSC
208356813,PILGRIM PLACE II INC
237184499,TROUT UNLIMITED 66 GUADALUPE RIVER
262887967,GLOBAL WILDLIFE CONSERVATION
331153673,DWELLING PLACE MINISTRIES INC
471468601,FOODMAKERS
742637783,TEXAS NURSERY AND LANDSCAPE ASSOC EDUCATION AND RESEARCH FOUNDATION
752316240,ONE HUNDRED ACRES OF HERITAGE INC
200937623,CAMP WAR EAGLE INC
203964693,LC AND MARY WORLEY MEMORIALFOUNDATION
206240606,GLADYS AND JD LEFTWICH CHARITABLE TR 2
208134516,S C RAIN FOUNDATION
237385847,GREEN UMBRELLA CORPORATION
270412351,TONY OGDEN FOUNDATION
273495204,HARDY FOUNDATION
276402231,MONTGOMERY HUMANE TR
276931135,JJM ENDOWMENT TR FOR SERENITY HOUSE OF ABILENE
431119922,LINDON Q SKIDMORE CHARITABLE TRUST BOATMENS FIRST NATL BK OF KC
436240950,GEORGE STAMBERGER TRUST C O BOATMENS 1ST NATL BK OF KC
446008311,ELLA C LOOSE TRUST 4230 FIRST NATL BK OF KC
467483163,TOM AND LOIS LONGEST CHARITABLE TR THOMPSON B LONGEST TTEE
471292072,RIO GRANDE NATURAL RESOURCE CONSERVATION FOUNDATION RIO GRANDE FOUNDATION
616465261,WINGATE LINDSEY CHARITABLE TR GARY W POCHYLA TTEE
746038766,CAESAR KLEBERG FOUNDATION FOR WILDLIFE CONSERVATION
746041694,RALPH BUCHANAN ALBAUGH TRUST
752055174,THE JOHN R AND MARY MARGARET CLAY CHARITABLE FOUNDATION
752269766,COMMUNICATING THE GOOD NEWS
752293062,WICKER WEIR FOUNDATION
752567517,PLANETARY TRUST HALEY MARGARET J TTEE
752809598,MAX AND BILLIE CLARK FOUNDATION
752825825,SNOW HILL MINISTRIES
752856276,WILTON FOUNDATION LEONARD SCOTT L CPA TTEE
752927872,TEXAS ORGANIC RESEARCH CENTER INC
756036333,HARRY S MOSS FOUNDATION
760207030,LOREN E EASLEY FOUNDATION INC
760211646,THE PINE LODGE FOUNDATION
916025042,TUA A ANDERSON RILEY CHAR TR
916093356,TUA A BERGSTROM CHARITABLE TR
916251624,JANSON FOUNDATION C O SEA FIRST NATIONAL BANK
956816752,ELIZABETH G BISHOP CHARITABLE TR DTD 080484 SECURITY PACIFIC NATIONAL BANK TTEE
261380672,TOM T EAST SR AND ALICE K EAST AND ALICE H EAST AND ROBERT C EAST WILDL
752153006,JOANNE HERBERT STROUD FOUNDATION
203852468,JACK AND FRANCES BROWN FOUNDATION